trip_id,timestamp,hour,day_of_week,is_weekend,vehicle_id,vehicle_type,vehicle_lat,vehicle_lon,origin_lat,origin_lon,dest_lat,dest_lon,pickup_distance,pickup_eta,trip_distance,trip_duration,surge_multiplier,fare,user_preference,lat_bin,lon_bin,grid_id
TRIP_002342,2024-06-19 21:00:00,21,2,False,VEH_1106,SUV,12.851401,77.610135,12.857502,77.708336,13.11113,77.514408,10.65,28.21,35.11,101.48,1.05,1185.33,fast,1285,7770,1285_7770
TRIP_002343,2024-02-17 22:28:00,22,5,True,VEH_1714,SUV,13.108329,77.635083,12.965314,77.558284,13.046662,77.462879,17.91,29.57,13.71,22.06,1.14,522.37,fast,1296,7755,1296_7755
TRIP_002344,2024-03-15 05:33:00,5,4,False,VEH_0059,Mini,13.052009,77.74525,13.13637,77.673534,12.90024,77.565884,12.16,19.45,28.68,58.48,1.15,493.76,balanced,1313,7767,1313_7767
TRIP_002345,2024-01-29 03:51:00,3,0,False,VEH_0748,Auto,12.890647,77.45203,12.979902,77.726902,13.0884,77.672591,31.35,55.71,13.4,26.89,1.12,238.09,cheap,1297,7772,1297_7772
TRIP_002346,2024-03-26 06:32:00,6,1,False,VEH_1410,Mini,12.969521,77.657163,12.969093,77.526977,12.900786,77.582727,14.08,21.71,9.69,19.13,1.01,183.38,cheap,1296,7752,1296_7752
TRIP_002347,2024-05-03 21:51:00,21,4,False,VEH_1535,Auto,13.07028,77.667074,13.129321,77.551403,13.042215,77.456947,14.12,28.76,14.06,41.94,1.16,268.11,balanced,1312,7755,1312_7755
TRIP_002348,2024-03-12 02:03:00,2,1,False,VEH_2934,SUV,13.031352,77.50342,13.049423,77.458241,12.946706,77.545919,5.28,8.96,14.83,25.4,1.03,492.67,fast,1304,7745,1304_7745
TRIP_002349,2024-04-24 01:14:00,1,2,False,VEH_0623,SUV,13.057087,77.641613,13.084501,77.601262,12.980849,77.632991,5.32,11.12,12.01,25.64,1.13,472.15,cheap,1308,7760,1308_7760
TRIP_002350,2024-06-15 14:25:00,14,5,True,VEH_0851,Mini,12.852786,77.658679,12.931781,77.538235,12.862101,77.730129,15.71,35.19,22.15,47.59,1.18,389.25,cheap,1293,7753,1293_7753
TRIP_002351,2024-04-23 05:29:00,5,1,False,VEH_0924,Auto,12.928297,77.544503,13.042372,77.74457,12.922712,77.667525,25.08,42.17,15.68,26.2,1.02,263.47,cheap,1304,7774,1304_7774
TRIP_002352,2024-02-03 00:23:00,0,5,True,VEH_1325,Auto,13.006813,77.722802,12.882382,77.675422,12.868963,77.507983,14.73,25.95,18.18,22.42,1.17,326.1,cheap,1288,7767,1288_7767
TRIP_002353,2024-06-07 19:02:00,19,4,False,VEH_0157,Auto,13.076043,77.706034,12.959163,77.503631,12.862437,77.544439,25.44,123.13,11.61,47.02,1.77,379.56,fast,1295,7750,1295_7750
TRIP_002354,2024-01-20 23:05:00,23,5,True,VEH_0522,SUV,12.984992,77.654033,12.988266,77.650488,12.931455,77.555493,0.53,3.0,12.06,17.65,1.27,530.06,fast,1298,7765,1298_7765
TRIP_002355,2024-02-19 20:42:00,20,0,False,VEH_0441,SUV,13.066355,77.463108,12.876869,77.71827,13.085628,77.526385,34.69,168.74,31.11,113.63,1.68,1721.09,fast,1287,7771,1287_7771
TRIP_002356,2024-05-19 21:05:00,21,6,True,VEH_1139,Mini,13.090479,77.543812,13.13201,77.612723,13.047293,77.486141,8.76,21.24,16.6,39.08,1.5,449.62,fast,1313,7761,1313_7761
TRIP_002357,2024-03-26 22:26:00,22,1,False,VEH_0807,Sedan,12.932456,77.611283,12.999954,77.658561,12.989417,77.574828,9.07,18.77,9.13,13.68,1.03,259.34,balanced,1299,7765,1299_7765
TRIP_002358,2024-01-08 03:30:00,3,0,False,VEH_2490,Auto,13.111855,77.705451,12.861703,77.495984,12.878367,77.57665,35.83,65.87,8.92,13.04,1.1,179.8,cheap,1286,7749,1286_7749
TRIP_002359,2024-02-03 04:42:00,4,5,True,VEH_2207,Mini,12.968251,77.627102,12.911691,77.451259,13.061191,77.555002,20.03,32.08,20.03,29.18,1.17,351.07,balanced,1291,7745,1291_7745
TRIP_002360,2024-02-04 10:55:00,10,6,True,VEH_2708,Mini,13.092534,77.517065,12.906879,77.494631,13.035181,77.555994,20.75,66.81,15.71,48.68,1.63,468.48,balanced,1290,7749,1290_7749
TRIP_002361,2024-05-01 07:23:00,7,2,False,VEH_1851,Mini,13.100606,77.469187,13.062626,77.599655,13.143541,77.737195,14.72,56.2,17.37,60.4,1.35,443.85,fast,1306,7759,1306_7759
TRIP_002362,2024-06-28 15:57:00,15,4,False,VEH_0646,Sedan,12.874075,77.739243,13.055338,77.454769,13.060008,77.526481,36.78,76.24,7.77,17.85,1.12,261.62,fast,1305,7745,1305_7745
TRIP_002363,2024-02-20 22:38:00,22,1,False,VEH_0132,SUV,13.047655,77.535136,13.089973,77.5425,12.965237,77.610115,4.76,9.01,15.66,25.06,1.05,537.91,fast,1308,7754,1308_7754
TRIP_002364,2024-04-10 21:22:00,21,2,False,VEH_2742,SUV,12.90389,77.465742,12.889261,77.521924,12.873232,77.669913,6.29,15.62,16.11,39.39,1.03,612.12,fast,1288,7752,1288_7752
TRIP_002365,2024-03-04 10:55:00,10,0,False,VEH_0119,Mini,13.068564,77.544103,12.917724,77.520402,12.943521,77.450892,16.94,70.86,8.05,37.29,1.88,354.84,cheap,1291,7752,1291_7752
TRIP_002366,2024-03-03 08:49:00,8,6,True,VEH_2831,SUV,12.978502,77.504655,12.86773,77.528541,13.113258,77.47756,12.56,43.66,27.81,105.51,1.91,1966.32,cheap,1286,7752,1286_7752
TRIP_002367,2024-04-16 06:25:00,6,1,False,VEH_2658,Auto,12.851926,77.50052,12.901398,77.710623,13.016981,77.504584,23.39,45.21,25.72,46.62,1.01,384.41,fast,1290,7771,1290_7771
TRIP_002368,2024-04-02 22:07:00,22,1,False,VEH_2546,Auto,12.88898,77.511703,13.072059,77.715209,13.132989,77.511016,29.96,44.73,23.09,33.73,1.02,334.69,fast,1307,7771,1307_7771
TRIP_002369,2024-03-08 18:16:00,18,4,False,VEH_0240,Sedan,13.022874,77.678933,12.937908,77.620289,12.993415,77.536646,11.37,41.1,10.95,52.6,1.64,607.4,cheap,1293,7762,1293_7762
TRIP_002370,2024-06-09 09:24:00,9,6,True,VEH_1856,Sedan,12.946477,77.739408,12.921291,77.482898,12.960126,77.498426,27.89,110.08,4.63,12.94,1.53,284.35,balanced,1292,7748,1292_7748
TRIP_002371,2024-06-05 05:57:00,5,2,False,VEH_1278,SUV,13.102033,77.490292,12.925503,77.566219,12.90341,77.62887,21.24,36.4,7.21,12.65,1.05,329.18,fast,1292,7756,1292_7756
TRIP_002372,2024-02-24 20:58:00,20,5,True,VEH_0512,SUV,13.050352,77.662862,13.036531,77.608494,12.998753,77.679402,6.08,19.7,8.74,34.38,1.39,503.63,fast,1303,7760,1303_7760
TRIP_002373,2024-03-21 03:16:00,3,3,False,VEH_1716,Auto,13.086634,77.714721,12.960575,77.733161,12.872588,77.60871,14.13,21.2,16.63,28.74,1.11,312.92,cheap,1296,7773,1296_7773
TRIP_002374,2024-01-13 10:29:00,10,5,True,VEH_2828,Mini,12.973216,77.723933,13.09383,77.617312,12.928023,77.672045,17.67,49.12,19.33,79.53,1.6,564.29,fast,1309,7761,1309_7761
TRIP_002375,2024-03-17 07:47:00,7,6,True,VEH_2051,Sedan,13.146257,77.603424,12.99352,77.641986,13.097768,77.565178,17.46,67.11,14.24,53.82,1.24,532.92,cheap,1299,7764,1299_7764
TRIP_002376,2024-03-09 20:26:00,20,5,True,VEH_1742,Mini,12.960767,77.614666,12.853974,77.576216,13.073034,77.566777,12.56,38.41,24.34,85.3,1.89,832.18,cheap,1285,7757,1285_7757
TRIP_002377,2024-04-24 09:38:00,9,2,False,VEH_0082,Mini,12.987167,77.728705,12.880732,77.693615,13.089694,77.68874,12.41,49.26,23.2,93.14,1.96,865.22,fast,1288,7769,1288_7769
TRIP_002378,2024-03-27 00:27:00,0,2,False,VEH_2359,Mini,12.907728,77.635611,12.873258,77.681823,12.981331,77.554999,6.3,13.43,18.23,37.07,1.03,282.59,balanced,1287,7768,1287_7768
TRIP_002379,2024-02-18 02:26:00,2,6,True,VEH_0053,SUV,12.918683,77.721626,12.86323,77.722932,13.078462,77.506174,6.16,7.37,33.48,55.23,1.19,1147.4,fast,1286,7772,1286_7772
TRIP_002380,2024-05-10 07:40:00,7,4,False,VEH_2762,Sedan,12.886914,77.488645,12.890099,77.727651,12.868023,77.567333,25.86,124.35,17.52,63.76,1.69,792.02,fast,1289,7772,1289_7772
TRIP_002381,2024-01-10 14:39:00,14,2,False,VEH_0475,SUV,13.069882,77.638477,12.968509,77.564218,13.031353,77.640995,13.82,27.97,10.85,25.98,1.05,403.77,cheap,1296,7756,1296_7756
TRIP_002382,2024-06-14 02:18:00,2,4,False,VEH_2692,Sedan,13.070283,77.538159,12.875433,77.701444,12.890924,77.567677,27.92,45.3,14.58,28.1,1.1,384.45,balanced,1287,7770,1287_7770
TRIP_002383,2024-04-18 02:45:00,2,3,False,VEH_1416,Sedan,13.023056,77.64496,13.143927,77.623645,12.900897,77.661389,13.61,20.52,27.28,42.68,1.14,682.25,fast,1314,7762,1314_7762
TRIP_002384,2024-03-23 21:30:00,21,5,True,VEH_0196,Sedan,13.016737,77.604988,13.059259,77.514002,13.076057,77.596933,10.91,19.74,9.16,18.29,1.34,324.09,fast,1305,7751,1305_7751
TRIP_002385,2024-05-07 15:36:00,15,1,False,VEH_2837,Auto,12.898094,77.509698,12.990769,77.696238,13.042394,77.704585,22.65,61.53,5.8,14.24,1.0,113.85,balanced,1299,7769,1299_7769
TRIP_002386,2024-01-26 01:23:00,1,4,False,VEH_1613,Mini,13.06606,77.568245,13.025989,77.631573,13.068929,77.610646,8.17,15.11,5.28,8.16,1.16,131.72,cheap,1302,7763,1302_7763
TRIP_002387,2024-03-01 10:51:00,10,4,False,VEH_0257,Sedan,12.988434,77.48524,12.980095,77.457625,12.89001,77.556669,3.13,12.26,14.65,60.81,1.71,724.42,balanced,1298,7745,1298_7745
TRIP_002388,2024-01-04 19:26:00,19,3,False,VEH_1853,SUV,12.868933,77.510792,12.913444,77.542176,12.990401,77.725175,6.0,29.72,21.56,86.73,1.88,1541.38,cheap,1291,7754,1291_7754
TRIP_002389,2024-01-15 02:32:00,2,0,False,VEH_2640,Sedan,12.965448,77.619683,12.937289,77.566826,13.048986,77.563907,6.52,9.84,12.4,23.25,1.02,304.2,cheap,1293,7756,1293_7756
TRIP_002390,2024-03-12 11:37:00,11,1,False,VEH_0907,Mini,12.94819,77.615927,12.938018,77.600513,13.1448,77.631963,2.01,5.41,23.2,57.88,1.05,376.4,fast,1293,7760,1293_7760
TRIP_002391,2024-06-13 07:30:00,7,3,False,VEH_1858,Auto,12.868967,77.532168,13.081865,77.679135,13.133564,77.549256,28.48,100.9,15.17,55.72,1.53,432.17,fast,1308,7767,1308_7767
TRIP_002392,2024-03-23 14:57:00,14,5,True,VEH_0975,Sedan,12.867867,77.494314,12.917053,77.712645,12.925602,77.693725,24.25,43.32,2.26,4.8,1.18,142.24,cheap,1291,7771,1291_7771
TRIP_002393,2024-02-13 05:21:00,5,1,False,VEH_1378,SUV,12.924477,77.477903,13.131463,77.673341,13.098835,77.575793,31.22,47.91,11.15,16.79,1.01,407.96,fast,1313,7767,1313_7767
TRIP_002394,2024-02-13 05:54:00,5,1,False,VEH_0898,Sedan,12.991529,77.564894,12.994088,77.675454,13.122334,77.63635,11.96,20.0,14.85,23.05,1.2,417.73,cheap,1299,7767,1299_7767
TRIP_002395,2024-02-23 19:25:00,19,4,False,VEH_1043,Mini,13.12625,77.719109,12.998905,77.653593,13.02544,77.730671,15.81,60.42,8.84,41.27,1.86,390.27,fast,1299,7765,1299_7765
TRIP_002396,2024-03-09 01:28:00,1,5,True,VEH_2229,Auto,12.937211,77.581207,12.850276,77.618081,13.077882,77.552747,10.44,13.74,26.24,31.85,1.06,402.85,balanced,1285,7761,1285_7761
TRIP_002397,2024-03-22 15:56:00,15,4,False,VEH_1772,Mini,13.068092,77.619112,12.946049,77.701147,13.013007,77.470757,16.19,32.46,26.01,58.32,1.12,455.87,balanced,1294,7770,1294_7770
TRIP_002398,2024-03-04 10:10:00,10,0,False,VEH_1884,Sedan,13.074126,77.719512,13.034508,77.575169,12.943688,77.666905,16.21,59.01,14.14,69.96,1.25,540.75,cheap,1303,7757,1303_7757
TRIP_002399,2024-04-11 07:13:00,7,3,False,VEH_2641,SUV,13.078885,77.737129,12.929038,77.572285,12.870684,77.629645,24.38,96.53,8.97,40.98,1.32,516.31,fast,1292,7757,1292_7757
TRIP_002400,2024-03-30 19:57:00,19,5,True,VEH_2882,Mini,12.936897,77.736741,13.099111,77.647704,13.057463,77.46232,20.42,80.94,20.57,58.02,1.25,413.34,fast,1309,7764,1309_7764
TRIP_002401,2024-01-13 07:12:00,7,5,True,VEH_1427,Mini,12.974197,77.505166,13.145625,77.671396,13.053212,77.468347,26.18,77.5,24.23,88.09,1.27,564.36,cheap,1314,7767,1314_7767
TRIP_002402,2024-04-17 20:51:00,20,2,False,VEH_2332,Auto,13.053047,77.570826,13.109506,77.466266,12.90422,77.454768,12.93,49.63,22.82,103.77,1.38,610.33,balanced,1310,7746,1310_7746
TRIP_002403,2024-01-13 23:10:00,23,5,True,VEH_2112,Mini,13.017948,77.58084,13.055246,77.470044,13.024106,77.72894,12.68,18.22,28.21,33.85,1.47,577.8,fast,1305,7747,1305_7747
TRIP_002404,2024-04-28 14:15:00,14,6,True,VEH_1591,Sedan,13.024309,77.655215,13.105993,77.55262,13.13624,77.563243,14.33,30.39,3.55,7.72,1.12,160.13,fast,1310,7755,1310_7755
TRIP_002405,2024-05-09 03:39:00,3,3,False,VEH_1893,Auto,12.934181,77.483333,12.949247,77.70826,12.925035,77.557468,24.39,38.16,16.53,33.56,1.18,300.21,balanced,1294,7770,1294_7770
TRIP_002406,2024-02-22 18:20:00,18,3,False,VEH_2760,Sedan,12.904199,77.629731,12.961439,77.520512,12.864795,77.635481,13.42,48.77,16.42,74.92,1.4,698.43,cheap,1296,7752,1296_7752
TRIP_002407,2024-02-22 11:43:00,11,3,False,VEH_0295,SUV,13.041682,77.577293,13.073562,77.47095,13.142141,77.606006,12.03,30.9,16.47,35.47,1.09,571.25,fast,1307,7747,1307_7747
TRIP_002408,2024-01-05 13:08:00,13,4,False,VEH_0257,Sedan,12.988434,77.48524,13.090084,77.576776,12.965652,77.534432,15.01,42.76,14.55,33.17,1.02,401.14,fast,1309,7757,1309_7757
TRIP_002409,2024-05-09 15:27:00,15,3,False,VEH_2415,Auto,12.883284,77.533204,12.897156,77.729764,13.121341,77.57602,21.32,55.98,29.93,60.18,1.15,509.36,cheap,1289,7772,1289_7772
TRIP_002410,2024-04-26 22:56:00,22,4,False,VEH_0316,SUV,12.877091,77.568372,13.100584,77.62367,12.924774,77.502279,25.52,47.93,23.52,41.36,1.07,755.18,cheap,1310,7762,1310_7762
TRIP_002411,2024-03-29 05:42:00,5,4,False,VEH_1622,Mini,13.098968,77.585509,12.860073,77.518667,13.089282,77.737335,27.48,46.98,34.75,67.49,1.09,526.67,fast,1286,7751,1286_7751
TRIP_002412,2024-05-19 05:34:00,5,6,True,VEH_2130,SUV,12.992456,77.523904,12.92934,77.745909,13.017802,77.718204,25.01,34.47,10.27,12.69,1.14,446.34,fast,1292,7774,1292_7774
TRIP_002413,2024-06-03 11:05:00,11,0,False,VEH_2588,Sedan,13.094687,77.546804,12.965228,77.667569,13.037482,77.470166,19.42,43.04,22.81,52.96,1.06,601.86,balanced,1296,7766,1296_7766
TRIP_002414,2024-03-16 09:27:00,9,5,True,VEH_1104,Auto,12.888822,77.580113,12.925426,77.546429,12.921477,77.625254,5.46,22.4,8.54,34.33,1.5,248.46,cheap,1292,7754,1292_7754
TRIP_002415,2024-05-14 12:31:00,12,1,False,VEH_2071,Auto,12.967415,77.598407,13.011503,77.54907,12.998113,77.452801,7.24,21.0,10.52,24.38,1.15,216.41,fast,1301,7754,1301_7754
TRIP_002416,2024-01-12 03:57:00,3,4,False,VEH_1869,Mini,13.06516,77.633615,13.055457,77.562725,13.131666,77.674583,7.74,12.68,14.76,22.97,1.08,244.54,balanced,1305,7756,1305_7756
TRIP_002417,2024-03-28 01:47:00,1,3,False,VEH_1116,Sedan,12.855737,77.517296,12.888452,77.601053,12.858358,77.689237,9.76,18.12,10.11,20.86,1.1,316.8,balanced,1288,7760,1288_7760
TRIP_002418,2024-05-06 07:17:00,7,0,False,VEH_1207,Mini,13.055017,77.493929,13.060316,77.577007,13.051876,77.481754,9.0,42.92,10.34,38.83,1.21,262.04,balanced,1306,7757,1306_7757
TRIP_002419,2024-02-02 21:47:00,21,4,False,VEH_2444,Mini,12.869737,77.653269,12.876341,77.715573,12.955015,77.547084,6.78,18.69,20.22,51.72,1.13,393.9,balanced,1287,7771,1287_7771
TRIP_002420,2024-06-19 06:55:00,6,2,False,VEH_1902,Sedan,12.980275,77.516722,12.887651,77.618465,12.969884,77.65618,15.06,25.8,10.0,14.67,1.19,325.16,fast,1288,7761,1288_7761
TRIP_002421,2024-04-10 16:59:00,16,2,False,VEH_2908,Sedan,12.998788,77.587817,13.002427,77.554258,13.072815,77.482943,3.65,9.42,10.98,23.23,1.14,318.06,fast,1300,7755,1300_7755
TRIP_002422,2024-04-16 17:37:00,17,1,False,VEH_1825,Auto,13.022392,77.604615,13.117446,77.744106,13.019702,77.576173,18.41,67.03,21.15,88.56,1.53,540.96,balanced,1311,7774,1311_7774
TRIP_002423,2024-04-04 10:07:00,10,3,False,VEH_2814,Sedan,13.032212,77.739394,13.058681,77.48497,13.121954,77.515725,27.67,106.96,7.77,32.17,1.35,341.65,fast,1305,7748,1305_7748
TRIP_002424,2024-01-20 16:09:00,16,5,True,VEH_2664,Sedan,12.910282,77.674975,12.961958,77.632097,12.870213,77.488598,7.38,12.51,18.56,35.14,1.09,481.96,balanced,1296,7763,1296_7763
TRIP_002425,2024-03-20 17:53:00,17,2,False,VEH_0515,Sedan,13.14554,77.68762,13.077943,77.713207,13.02392,77.616034,8.0,31.66,12.1,47.05,1.86,691.2,fast,1307,7771,1307_7771
TRIP_002426,2024-02-20 02:36:00,2,1,False,VEH_1103,Mini,13.022884,77.497531,12.977457,77.51734,12.954251,77.598398,5.48,11.45,9.14,14.46,1.08,190.03,cheap,1297,7751,1297_7751
TRIP_002427,2024-02-16 11:52:00,11,4,False,VEH_1106,SUV,12.851401,77.610135,13.01902,77.473574,12.925132,77.520518,23.76,48.47,11.59,32.59,1.06,475.1,balanced,1301,7747,1301_7747
TRIP_002428,2024-01-03 03:31:00,3,2,False,VEH_2278,Mini,12.902414,77.707839,12.967136,77.741908,13.075944,77.477143,8.07,12.25,31.08,46.54,1.05,496.52,balanced,1296,7774,1296_7774
TRIP_002429,2024-01-05 16:23:00,16,4,False,VEH_2526,Auto,12.941672,77.671342,13.050207,77.517867,12.966492,77.576018,20.51,57.25,11.22,30.7,1.08,211.96,fast,1305,7751,1305_7751
TRIP_002430,2024-02-22 20:47:00,20,3,False,VEH_0697,Mini,13.133556,77.650465,12.955836,77.586432,12.967478,77.669423,20.91,96.51,9.07,34.78,1.45,267.94,fast,1295,7758,1295_7758
TRIP_002431,2024-01-03 22:02:00,22,2,False,VEH_0401,Mini,12.916472,77.683735,12.915126,77.673348,12.990632,77.45554,1.13,3.0,25.01,46.43,1.1,431.54,fast,1291,7767,1291_7767
TRIP_002432,2024-06-26 12:13:00,12,2,False,VEH_1873,Sedan,13.035676,77.708819,13.074445,77.547463,13.055053,77.51878,17.97,46.05,3.78,9.39,1.02,163.33,cheap,1307,7754,1307_7754
TRIP_002433,2024-01-04 07:53:00,7,3,False,VEH_1306,Sedan,13.000551,77.49169,13.142679,77.450992,13.102921,77.707084,16.38,61.28,28.03,103.06,1.46,1085.81,fast,1314,7745,1314_7745
TRIP_002434,2024-02-05 21:04:00,21,0,False,VEH_2385,Auto,13.011261,77.577126,13.018655,77.509961,13.044831,77.649388,7.31,21.25,15.36,43.81,1.13,284.5,cheap,1301,7750,1301_7750
TRIP_002435,2024-04-29 15:50:00,15,0,False,VEH_1877,Mini,12.999254,77.497928,13.030869,77.692862,12.912729,77.567392,21.37,53.77,18.87,50.8,1.13,388.21,fast,1303,7769,1303_7769
TRIP_002436,2024-05-02 05:32:00,5,3,False,VEH_1332,Auto,13.059293,77.578687,12.872091,77.523879,12.974244,77.704715,21.61,35.87,22.62,42.51,1.0,337.77,balanced,1287,7752,1287_7752
TRIP_002437,2024-05-05 19:03:00,19,6,True,VEH_2093,SUV,13.065312,77.623458,13.065138,77.650353,13.030365,77.746367,2.91,11.93,11.08,41.48,1.49,664.1,balanced,1306,7765,1306_7765
TRIP_002438,2024-02-20 21:47:00,21,1,False,VEH_1279,SUV,13.113366,77.588855,12.882297,77.510261,13.063148,77.671892,27.02,76.25,26.62,59.4,1.19,953.17,fast,1288,7751,1288_7751
TRIP_002439,2024-01-26 18:40:00,18,4,False,VEH_1036,Mini,13.127478,77.618805,12.952691,77.693987,13.0985,77.669474,21.03,102.38,16.4,68.26,1.56,474.61,cheap,1295,7769,1295_7769
TRIP_002440,2024-02-02 22:54:00,22,4,False,VEH_0432,Mini,13.093955,77.651035,13.081861,77.548929,12.935212,77.706295,11.12,20.79,23.55,39.7,1.01,351.17,balanced,1308,7754,1308_7754
TRIP_002441,2024-06-02 16:15:00,16,6,True,VEH_2302,Mini,13.065288,77.605205,13.002304,77.719838,13.122797,77.72208,14.23,34.31,13.38,31.54,1.12,262.41,fast,1300,7771,1300_7771
TRIP_002442,2024-03-09 18:05:00,18,5,True,VEH_0485,Mini,13.109739,77.549577,12.923828,77.667765,12.972463,77.555615,24.27,83.79,13.28,47.17,1.61,447.77,cheap,1292,7766,1292_7766
TRIP_002443,2024-06-29 12:06:00,12,5,True,VEH_2164,Sedan,12.894775,77.73741,13.101904,77.646654,13.046965,77.66253,25.0,48.76,6.34,11.25,1.18,254.44,balanced,1310,7764,1310_7764
TRIP_002444,2024-03-19 17:54:00,17,1,False,VEH_2856,SUV,13.109305,77.564106,12.929062,77.683609,12.906914,77.705737,23.82,84.62,3.43,12.52,1.46,327.25,fast,1292,7768,1292_7768
TRIP_002445,2024-04-11 02:46:00,2,3,False,VEH_2995,Sedan,13.115561,77.477987,13.114423,77.725567,13.010817,77.581079,26.76,43.69,19.4,41.23,1.15,563.0,cheap,1311,7772,1311_7772
TRIP_002446,2024-05-29 02:44:00,2,2,False,VEH_2044,Sedan,13.07243,77.717728,12.960251,77.554004,12.970084,77.58308,21.64,42.4,3.33,4.84,1.11,162.79,balanced,1296,7755,1296_7755
TRIP_002447,2024-04-03 18:48:00,18,2,False,VEH_0382,SUV,12.995699,77.582613,12.906481,77.69212,13.127105,77.623752,15.44,67.57,25.58,118.75,1.57,1473.53,cheap,1290,7769,1290_7769
TRIP_002448,2024-05-23 10:42:00,10,3,False,VEH_2613,Mini,12.952819,77.511745,12.918922,77.460301,13.009316,77.610472,6.72,22.43,19.1,78.31,1.2,417.83,cheap,1291,7746,1291_7746
TRIP_002449,2024-06-11 22:13:00,22,1,False,VEH_2002,Sedan,12.87875,77.624014,13.015174,77.61474,13.133051,77.497383,15.18,23.58,18.23,30.31,1.09,484.39,fast,1301,7761,1301_7761
TRIP_002450,2024-02-26 14:10:00,14,0,False,VEH_1056,Sedan,12.865168,77.558113,13.133277,77.509802,12.983139,77.538571,30.22,80.57,16.95,45.74,1.18,504.19,fast,1313,7750,1313_7750
TRIP_002451,2024-01-01 14:40:00,14,0,False,VEH_0926,Sedan,12.985827,77.520083,12.880192,77.638678,12.850753,77.57169,17.38,36.5,7.95,19.16,1.06,271.14,cheap,1288,7763,1288_7763
TRIP_002452,2024-05-30 13:31:00,13,3,False,VEH_0739,Auto,13.029077,77.685332,12.993495,77.545294,12.967328,77.585177,15.65,36.1,5.2,15.03,1.05,117.3,balanced,1299,7754,1299_7754
TRIP_002453,2024-03-28 08:27:00,8,3,False,VEH_1197,Sedan,13.055983,77.726358,13.11828,77.646141,12.998546,77.740076,11.09,40.8,16.73,81.59,1.48,802.47,fast,1311,7764,1311_7764
TRIP_002454,2024-05-16 03:03:00,3,3,False,VEH_2256,Auto,13.13916,77.591447,13.10495,77.549155,13.144306,77.49098,5.94,9.83,7.66,15.08,1.17,162.03,fast,1310,7754,1310_7754
TRIP_002455,2024-03-10 15:49:00,15,6,True,VEH_2300,SUV,13.135552,77.604847,13.002517,77.464611,12.8598,77.548334,21.16,51.57,18.25,45.3,1.02,605.42,cheap,1300,7746,1300_7746
TRIP_002456,2024-03-21 19:50:00,19,3,False,VEH_2810,Mini,12.993897,77.604503,12.990054,77.669995,12.862266,77.471102,7.1,27.51,25.77,125.35,1.91,904.98,cheap,1299,7766,1299_7766
TRIP_002457,2024-05-12 16:20:00,16,6,True,VEH_0531,SUV,12.90136,77.637344,12.92729,77.582308,13.077483,77.519538,6.61,14.32,18.0,36.06,1.05,604.15,balanced,1292,7758,1292_7758
TRIP_002458,2024-02-29 18:40:00,18,3,False,VEH_0146,SUV,13.073097,77.592402,13.140825,77.616342,12.932888,77.5132,7.95,30.88,25.63,110.58,1.66,1546.53,balanced,1314,7761,1314_7761
TRIP_002459,2024-02-26 04:06:00,4,0,False,VEH_1910,Sedan,12.854779,77.650711,12.910338,77.453982,12.938138,77.729754,22.16,37.38,30.0,57.06,1.16,728.49,balanced,1291,7745,1291_7745
TRIP_002460,2024-01-18 03:05:00,3,3,False,VEH_2234,SUV,12.878345,77.648257,13.139943,77.624877,12.862555,77.676709,29.15,48.02,31.3,46.9,1.0,860.51,balanced,1313,7762,1313_7762
TRIP_002461,2024-05-27 09:04:00,9,0,False,VEH_2727,SUV,13.107034,77.668219,13.097707,77.544054,12.984544,77.637457,13.46,47.73,16.12,79.15,1.75,1189.79,cheap,1309,7754,1309_7754
TRIP_002462,2024-03-04 17:34:00,17,0,False,VEH_0953,Sedan,12.97577,77.642796,13.062913,77.653814,13.146177,77.566757,9.75,40.1,13.19,44.07,1.51,538.68,balanced,1306,7765,1306_7765
TRIP_002463,2024-05-14 18:20:00,18,1,False,VEH_2587,Mini,13.067203,77.463204,13.118882,77.701259,13.118273,77.68433,26.37,93.14,1.83,9.08,1.37,116.94,fast,1311,7770,1311_7770
TRIP_002464,2024-05-20 06:34:00,6,0,False,VEH_2127,SUV,13.140977,77.581843,12.988341,77.537059,13.059916,77.508327,17.62,29.87,8.53,14.56,1.08,344.54,balanced,1298,7753,1298_7753
TRIP_002465,2024-06-19 06:40:00,6,2,False,VEH_1210,Sedan,13.072724,77.618381,13.037045,77.655225,12.984315,77.452557,5.62,10.09,22.68,40.82,1.1,598.21,fast,1303,7765,1303_7765
TRIP_002466,2024-02-01 11:59:00,11,3,False,VEH_1635,Sedan,12.936634,77.504209,12.942675,77.473953,12.947711,77.516739,3.34,7.1,4.66,13.29,1.16,210.61,cheap,1294,7747,1294_7747
TRIP_002467,2024-03-28 14:53:00,14,3,False,VEH_2520,Sedan,13.10964,77.518274,12.984723,77.702665,12.997988,77.627875,24.28,48.77,8.22,17.73,1.16,287.0,balanced,1298,7770,1298_7770
TRIP_002468,2024-02-04 01:55:00,1,6,True,VEH_0842,Auto,12.982386,77.450203,12.918301,77.72656,13.0092,77.74477,30.73,44.9,10.28,13.09,1.05,176.08,balanced,1291,7772,1291_7772
TRIP_002469,2024-02-17 07:43:00,7,5,True,VEH_1773,Mini,13.03879,77.623442,13.100788,77.512764,12.853888,77.581372,13.81,45.48,28.39,112.09,1.9,929.29,balanced,1310,7751,1310_7751
